,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
Tên dự án:,Delivery Management System,Số test case:,716,,,,,,,,,,,
341,Ord_GanNVDH_TC_29,Order Management,Ord_GanNVDH,Lọc đơn hàng,Kiểm tra email thông báo cho nhân viên,User đã đăng nhập. JWT Token hợp lệ. Truy cập từ Admin hoặc Customer role.,1,Kiểm tra email thông báo cho nhân viên,Test Data TBD,Expected Result TBD,,,,Medium
342,Ord_GanNVDH_TC_30,Order Management,Ord_GanNVDH,Lọc đơn hàng,Gán và kiểm tra trạng thái đơn,User đã đăng nhập. JWT Token hợp lệ. Truy cập từ Admin hoặc Customer role.,1,Gán và kiểm tra trạng thái đơn,Test Data TBD,Expected Result TBD,,,,Medium
343,Ord_GanNVDH_TC_31,Order Management,Ord_GanNVDH,Lọc đơn hàng,Kiểm tra bộ lọc nhân viên theo chuyên môn,User đã đăng nhập. JWT Token hợp lệ. Truy cập từ Admin hoặc Customer role.,1,Kiểm tra bộ lọc nhân viên theo chuyên môn,Test Data TBD,Expected Result TBD,,,,Medium
344,Ord_GanNVDH_TC_32,Order Management,Ord_GanNVDH,Lọc đơn hàng,Kiểm tra bộ lọc nhân viên theo khu vực,User đã đăng nhập. JWT Token hợp lệ. Truy cập từ Admin hoặc Customer role.,1,Kiểm tra bộ lọc nhân viên theo khu vực,Test Data TBD,Expected Result TBD,,,,Medium
345,Ord_GanNVDH_TC_33,Order Management,Ord_GanNVDH,Lọc đơn hàng,Gán nhân viên có rating cao nhất,User đã đăng nhập. JWT Token hợp lệ. Truy cập từ Admin hoặc Customer role.,1,Gán nhân viên có rating cao nhất,Test Data TBD,Expected Result TBD,,,,Medium
346,Ord_GanNVDH_TC_34,Order Management,Ord_GanNVDH,Lọc đơn hàng,Gán nhân viên có ít công việc nhất,User đã đăng nhập. JWT Token hợp lệ. Truy cập từ Admin hoặc Customer role.,1,Gán nhân viên có ít công việc nhất,Test Data TBD,Expected Result TBD,,,,Medium
347,Ord_GanNVDH_TC_35,Order Management,Ord_GanNVDH,Lọc đơn hàng,Kiểm tra hủy gán (Unassign),User đã đăng nhập. JWT Token hợp lệ. Truy cập từ Admin hoặc Customer role.,1,Kiểm tra hủy gán (Unassign),Test Data TBD,Expected Result TBD,,,,Medium
348,Ord_ChiTietDH_Admin_TC_01,Order Management,Ord_ChiTietDH,Xem chi tiết đơn hàng,Xem chi tiết đơn hàng thành công,User đã đăng nhập. JWT Token hợp lệ. Truy cập từ Admin hoặc Customer role.,1,Xem chi tiết đơn hàng thành công,Test Data TBD,Expected Result TBD,,,,High
349,Ord_ChiTietDH_Admin_TC_02,Order Management,Ord_ChiTietDH,Xem chi tiết đơn hàng,Kiểm tra hiển thị tất cả thông tin đơn,User đã đăng nhập. JWT Token hợp lệ. Truy cập từ Admin hoặc Customer role.,1,Kiểm tra hiển thị tất cả thông tin đơn,Test Data TBD,Expected Result TBD,,,,High
350,Ord_ChiTietDH_Admin_TC_03,Order Management,Ord_ChiTietDH,Xem chi tiết đơn hàng,Kiểm tra quyền truy cập của Admin,User đã đăng nhập. JWT Token hợp lệ. Truy cập từ Admin hoặc Customer role.,1,Kiểm tra quyền truy cập của Admin,Test Data TBD,Expected Result TBD,,,,High
351,Ord_ChiTietDH_Admin_TC_04,Order Management,Ord_ChiTietDH,Xem chi tiết đơn hàng,Xem chi tiết đơn không tồn tại,User đã đăng nhập. JWT Token hợp lệ. Truy cập từ Admin hoặc Customer role.,1,Xem chi tiết đơn không tồn tại,Test Data TBD,Expected Result TBD,,,,High
352,Ord_ChiTietDH_Admin_TC_05,Order Management,Ord_ChiTietDH,Xem chi tiết đơn hàng,Kiểm tra hiển thị lịch sử đơn hàng,User đã đăng nhập. JWT Token hợp lệ. Truy cập từ Admin hoặc Customer role.,1,Kiểm tra hiển thị lịch sử đơn hàng,Test Data TBD,Expected Result TBD,,,,High
353,Ord_ChiTietDH_Admin_TC_06,Order Management,Ord_ChiTietDH,Xem chi tiết đơn hàng,Kiểm tra hiển thị thông tin khách hàng,User đã đăng nhập. JWT Token hợp lệ. Truy cập từ Admin hoặc Customer role.,1,Kiểm tra hiển thị thông tin khách hàng,Test Data TBD,Expected Result TBD,,,,High
354,Ord_ChiTietDH_Admin_TC_07,Order Management,Ord_ChiTietDH,Xem chi tiết đơn hàng,Kiểm tra hiển thị thông tin nhân viên giao,User đã đăng nhập. JWT Token hợp lệ. Truy cập từ Admin hoặc Customer role.,1,Kiểm tra hiển thị thông tin nhân viên giao,Test Data TBD,Expected Result TBD,,,,High
355,Ord_ChiTietDH_Admin_TC_08,Order Management,Ord_ChiTietDH,Xem chi tiết đơn hàng,Kiểm tra hiển thị chi tiết sản phẩm,User đã đăng nhập. JWT Token hợp lệ. Truy cập từ Admin hoặc Customer role.,1,Kiểm tra hiển thị chi tiết sản phẩm,Test Data TBD,Expected Result TBD,,,,High
356,Ord_ChiTietDH_Admin_TC_09,Order Management,Ord_ChiTietDH,Xem chi tiết đơn hàng,Kiểm tra hiển thị thanh toán và hóa đơn,User đã đăng nhập. JWT Token hợp lệ. Truy cập từ Admin hoặc Customer role.,1,Kiểm tra hiển thị thanh toán và hóa đơn,Test Data TBD,Expected Result TBD,,,,High
357,Ord_ChiTietDH_Admin_TC_10,Order Management,Ord_ChiTietDH,Xem chi tiết đơn hàng,Kiểm tra nút Chỉnh sửa (Edit),User đã đăng nhập. JWT Token hợp lệ. Truy cập từ Admin hoặc Customer role.,1,Kiểm tra nút Chỉnh sửa (Edit),Test Data TBD,Expected Result TBD,,,,High
358,Ord_ChiTietDH_Admin_TC_11,Order Management,Ord_ChiTietDH,Xem chi tiết đơn hàng,Kiểm tra nút Xóa (Delete),User đã đăng nhập. JWT Token hợp lệ. Truy cập từ Admin hoặc Customer role.,1,Kiểm tra nút Xóa (Delete),Test Data TBD,Expected Result TBD,,,,High
359,Ord_ChiTietDH_Admin_TC_12,Order Management,Ord_ChiTietDH,Xem chi tiết đơn hàng,Kiểm tra nút In (Print),User đã đăng nhập. JWT Token hợp lệ. Truy cập từ Admin hoặc Customer role.,1,Kiểm tra nút In (Print),Test Data TBD,Expected Result TBD,,,,High
360,Ord_ChiTietDH_Admin_TC_13,Order Management,Ord_ChiTietDH,Xem chi tiết đơn hàng,Kiểm tra nút Xuất file (Export),User đã đăng nhập. JWT Token hợp lệ. Truy cập từ Admin hoặc Customer role.,1,Kiểm tra nút Xuất file (Export),Test Data TBD,Expected Result TBD,,,,High
361,Ord_ChiTietDH_Admin_TC_14,Order Management,Ord_ChiTietDH,Xem chi tiết đơn hàng,Kiểm tra nút Gán nhân viên,User đã đăng nhập. JWT Token hợp lệ. Truy cập từ Admin hoặc Customer role.,1,Kiểm tra nút Gán nhân viên,Test Data TBD,Expected Result TBD,,,,High
362,Ord_ChiTietDH_Admin_TC_15,Order Management,Ord_ChiTietDH,Xem chi tiết đơn hàng,Kiểm tra nút Cập nhật trạng thái,User đã đăng nhập. JWT Token hợp lệ. Truy cập từ Admin hoặc Customer role.,1,Kiểm tra nút Cập nhật trạng thái,Test Data TBD,Expected Result TBD,,,,High
363,Ord_ChiTietDH_Shipper_TC_01,Order Management,Ord_ChiTietDH,Xem chi tiết đơn hàng,Xem chi tiết đơn hàng được gán,User đã đăng nhập. JWT Token hợp lệ. Truy cập từ Admin hoặc Customer role.,1,Xem chi tiết đơn hàng được gán,Test Data TBD,Expected Result TBD,,,,High
364,Ord_ChiTietDH_Shipper_TC_02,Order Management,Ord_ChiTietDH,Xem chi tiết đơn hàng,Kiểm tra quyền truy cập của Shipper,User đã đăng nhập. JWT Token hợp lệ. Truy cập từ Admin hoặc Customer role.,1,Kiểm tra quyền truy cập của Shipper,Test Data TBD,Expected Result TBD,,,,High
365,Ord_ChiTietDH_Shipper_TC_03,Order Management,Ord_ChiTietDH,Xem chi tiết đơn hàng,Xem đơn hàng không được gán,User đã đăng nhập. JWT Token hợp lệ. Truy cập từ Admin hoặc Customer role.,1,Xem đơn hàng không được gán,Test Data TBD,Expected Result TBD,,,,High
366,Ord_ChiTietDH_Shipper_TC_04,Order Management,Ord_ChiTietDH,Xem chi tiết đơn hàng,Kiểm tra hiển thị địa chỉ khách,User đã đăng nhập. JWT Token hợp lệ. Truy cập từ Admin hoặc Customer role.,1,Kiểm tra hiển thị địa chỉ khách,Test Data TBD,Expected Result TBD,,,,High
367,Ord_ChiTietDH_Shipper_TC_05,Order Management,Ord_ChiTietDH,Xem chi tiết đơn hàng,Kiểm tra hiển thị tài liệu cần mang,User đã đăng nhập. JWT Token hợp lệ. Truy cập từ Admin hoặc Customer role.,1,Kiểm tra hiển thị tài liệu cần mang,Test Data TBD,Expected Result TBD,,,,High
368,Ord_ChiTietDH_Shipper_TC_06,Order Management,Ord_ChiTietDH,Xem chi tiết đơn hàng,Kiểm tra nút Cập nhật trạng thái,User đã đăng nhập. JWT Token hợp lệ. Truy cập từ Admin hoặc Customer role.,1,Kiểm tra nút Cập nhật trạng thái,Test Data TBD,Expected Result TBD,,,,High
369,Ord_ChiTietDH_Shipper_TC_07,Order Management,Ord_ChiTietDH,Xem chi tiết đơn hàng,Kiểm tra nút Nhận hàng,User đã đăng nhập. JWT Token hợp lệ. Truy cập từ Admin hoặc Customer role.,1,Kiểm tra nút Nhận hàng,Test Data TBD,Expected Result TBD,,,,High
370,Ord_ChiTietDH_Shipper_TC_08,Order Management,Ord_ChiTietDH,Xem chi tiết đơn hàng,Kiểm tra nút Giao hàng thành công,User đã đăng nhập. JWT Token hợp lệ. Truy cập từ Admin hoặc Customer role.,1,Kiểm tra nút Giao hàng thành công,Test Data TBD,Expected Result TBD,,,,High
371,Ord_ChiTietDH_Shipper_TC_09,Order Management,Ord_ChiTietDH,Xem chi tiết đơn hàng,Kiểm tra nút Giao hàng thất bại,User đã đăng nhập. JWT Token hợp lệ. Truy cập từ Admin hoặc Customer role.,1,Kiểm tra nút Giao hàng thất bại,Test Data TBD,Expected Result TBD,,,,High
372,CBot_TraCuuDon_TC_01,Chatbot,CBot_TraCuuDon,Tra cứu đơn trên chat bot,Tra cứu đơn hàng bằng mã đơn,User đã đăng nhập. Hệ thống sẵn sàng.,1,Tra cứu đơn hàng bằng mã đơn,Test Data TBD,Expected Result TBD,,,,Medium
373,CBot_TraCuuDon_TC_02,Chatbot,CBot_TraCuuDon,Tra cứu đơn trên chat bot,Tra cứu đơn bằng số điện thoại,User đã đăng nhập. Hệ thống sẵn sàng.,1,Tra cứu đơn bằng số điện thoại,Test Data TBD,Expected Result TBD,,,,Medium
374,CBot_TraCuuDon_TC_03,Chatbot,CBot_TraCuuDon,Tra cứu đơn trên chat bot,Tra cứu đơn bằng email khách hàng,User đã đăng nhập. Hệ thống sẵn sàng.,1,Tra cứu đơn bằng email khách hàng,Test Data TBD,Expected Result TBD,,,,Medium
375,CBot_TraCuuDon_TC_04,Chatbot,CBot_TraCuuDon,Tra cứu đơn trên chat bot,Tra cứu khi không nhập thông tin,User đã đăng nhập. Hệ thống sẵn sàng.,1,Tra cứu khi không nhập thông tin,Test Data TBD,Expected Result TBD,,,,Medium
376,CBot_TraCuuDon_TC_05,Chatbot,CBot_TraCuuDon,Tra cứu đơn trên chat bot,Tra cứu với thông tin không tồn tại,User đã đăng nhập. Hệ thống sẵn sàng.,1,Tra cứu với thông tin không tồn tại,Test Data TBD,Expected Result TBD,,,,Medium
377,CBot_TraCuuDon_TC_06,Chatbot,CBot_TraCuuDon,Tra cứu đơn trên chat bot,Kiểm tra kết quả trả về chính xác,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra kết quả trả về chính xác,Test Data TBD,Expected Result TBD,,,,Medium
378,CBot_TraCuuDon_TC_07,Chatbot,CBot_TraCuuDon,Tra cứu đơn trên chat bot,Kiểm tra định dạng thông tin trả về,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra định dạng thông tin trả về,Test Data TBD,Expected Result TBD,,,,Medium
379,CBot_TraCuuDon_TC_08,Chatbot,CBot_TraCuuDon,Tra cứu đơn trên chat bot,Kiểm tra liên kết chi tiết đơn hàng,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra liên kết chi tiết đơn hàng,Test Data TBD,Expected Result TBD,,,,Medium
380,CBot_TraCuuDon_TC_09,Chatbot,CBot_TraCuuDon,Tra cứu đơn trên chat bot,Tra cứu nhiều lần liên tiếp,User đã đăng nhập. Hệ thống sẵn sàng.,1,Tra cứu nhiều lần liên tiếp,Test Data TBD,Expected Result TBD,,,,Medium
381,CBot_TraCuuDon_TC_10,Chatbot,CBot_TraCuuDon,Tra cứu đơn trên chat bot,Kiểm tra phản hồi nhanh (<2s),User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra phản hồi nhanh (<2s),Test Data TBD,Expected Result TBD,,,,Medium
382,CBot_TraCuuDon_TC_11,Chatbot,CBot_TraCuuDon,Tra cứu đơn trên chat bot,Tra cứu khi hệ thống tải cao,User đã đăng nhập. Hệ thống sẵn sàng.,1,Tra cứu khi hệ thống tải cao,Test Data TBD,Expected Result TBD,,,,Medium
383,CBot_TraCuuDon_TC_12,Chatbot,CBot_TraCuuDon,Tra cứu đơn trên chat bot,Tra cứu với mã nhập sai (typo),User đã đăng nhập. Hệ thống sẵn sàng.,1,Tra cứu với mã nhập sai (typo),Test Data TBD,Expected Result TBD,,,,Medium
384,CBot_TraCuuDon_TC_13,Chatbot,CBot_TraCuuDon,Tra cứu đơn trên chat bot,Tra cứu với ký tự đặc biệt,User đã đăng nhập. Hệ thống sẵn sàng.,1,Tra cứu với ký tự đặc biệt,Test Data TBD,Expected Result TBD,,,,Medium
385,CBot_TraCuuDon_TC_14,Chatbot,CBot_TraCuuDon,Tra cứu đơn trên chat bot,Kiểm tra SQL Injection protection,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra SQL Injection protection,Test Data TBD,Expected Result TBD,,,,Medium
386,CBot_TraCuuDon_TC_15,Chatbot,CBot_TraCuuDon,Tra cứu đơn trên chat bot,Kiểm tra XSS protection,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra XSS protection,Test Data TBD,Expected Result TBD,,,,Medium
387,CBot_TraCuuDon_TC_16,Chatbot,CBot_TraCuuDon,Tra cứu đơn trên chat bot,Tra cứu với khoảng trắng dư,User đã đăng nhập. Hệ thống sẵn sàng.,1,Tra cứu với khoảng trắng dư,Test Data TBD,Expected Result TBD,,,,Medium
388,CBot_KTraTrangThai_TC_01,Chatbot,CBot_KTraTrangThai,Kiểm tra trạng thái đơn hàng trên chatbot,Kiểm tra trạng thái đơn được gán,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra trạng thái đơn được gán,Test Data TBD,Expected Result TBD,,,,Medium
389,CBot_KTraTrangThai_TC_02,Chatbot,CBot_KTraTrangThai,Kiểm tra trạng thái đơn hàng trên chatbot,Kiểm tra trạng thái đơn đang giao,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra trạng thái đơn đang giao,Test Data TBD,Expected Result TBD,,,,Medium
390,CBot_KTraTrangThai_TC_03,Chatbot,CBot_KTraTrangThai,Kiểm tra trạng thái đơn hàng trên chatbot,Kiểm tra trạng thái đơn đã giao,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra trạng thái đơn đã giao,Test Data TBD,Expected Result TBD,,,,Medium
391,CBot_KTraTrangThai_TC_04,Chatbot,CBot_KTraTrangThai,Kiểm tra trạng thái đơn hàng trên chatbot,Kiểm tra trạng thái đơn bị hủy,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra trạng thái đơn bị hủy,Test Data TBD,Expected Result TBD,,,,Medium
392,CBot_KTraTrangThai_TC_05,Chatbot,CBot_KTraTrangThai,Kiểm tra trạng thái đơn hàng trên chatbot,Kiểm tra trạng thái thanh toán,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra trạng thái thanh toán,Test Data TBD,Expected Result TBD,,,,Medium
393,CBot_KTraTrangThai_TC_06,Chatbot,CBot_KTraTrangThai,Kiểm tra trạng thái đơn hàng trên chatbot,Kiểm tra hiển thị thời gian dự kiến,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra hiển thị thời gian dự kiến,Test Data TBD,Expected Result TBD,,,,Medium
394,CBot_KTraTrangThai_TC_07,Chatbot,CBot_KTraTrangThai,Kiểm tra trạng thái đơn hàng trên chatbot,Kiểm tra cập nhật trạng thái real-time,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra cập nhật trạng thái real-time,Test Data TBD,Expected Result TBD,,,,Medium
395,CBot_KTraTrangThai_TC_08,Chatbot,CBot_KTraTrangThai,Kiểm tra trạng thái đơn hàng trên chatbot,Kiểm tra thông tin nhân viên giao,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra thông tin nhân viên giao,Test Data TBD,Expected Result TBD,,,,Medium
396,CBot_KTraTrangThai_TC_09,Chatbot,CBot_KTraTrangThai,Kiểm tra trạng thái đơn hàng trên chatbot,Kiểm tra vị trí hiện tại (GPS),User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra vị trí hiện tại (GPS),Test Data TBD,Expected Result TBD,,,,Medium
397,CBot_KTraTrangThai_TC_10,Chatbot,CBot_KTraTrangThai,Kiểm tra trạng thái đơn hàng trên chatbot,Kiểm tra thời gian đến dự kiến,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra thời gian đến dự kiến,Test Data TBD,Expected Result TBD,,,,Medium
398,CBot_KTraTrangThai_TC_11,Chatbot,CBot_KTraTrangThai,Kiểm tra trạng thái đơn hàng trên chatbot,Kiểm tra nút gọi nhân viên,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra nút gọi nhân viên,Test Data TBD,Expected Result TBD,,,,Medium
399,CBot_KTraTrangThai_TC_12,Chatbot,CBot_KTraTrangThai,Kiểm tra trạng thái đơn hàng trên chatbot,Kiểm tra nút nhắn tin,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra nút nhắn tin,Test Data TBD,Expected Result TBD,,,,Medium
400,CBot_KTraTrangThai_TC_13,Chatbot,CBot_KTraTrangThai,Kiểm tra trạng thái đơn hàng trên chatbot,Kiểm tra nút gửi phàn nàn,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra nút gửi phàn nàn,Test Data TBD,Expected Result TBD,,,,Medium
401,CBot_KTraTrangThai_TC_14,Chatbot,CBot_KTraTrangThai,Kiểm tra trạng thái đơn hàng trên chatbot,Kiểm tra hiển thị địa chỉ giao,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra hiển thị địa chỉ giao,Test Data TBD,Expected Result TBD,,,,Medium
402,CBot_KTraTrangThai_TC_15,Chatbot,CBot_KTraTrangThai,Kiểm tra trạng thái đơn hàng trên chatbot,Kiểm tra lịch sử cập nhật,User đã đăng nhập. Hệ thống sẵn sàng.,1,Kiểm tra lịch sử cập nhật,Test Data TBD,Expected Result TBD,,,,Medium
403,Cus_ThemKH_TC_01,Customer Management,Cus_ThemKH,Thêm Khách hàng mới,Thêm khách hàng thành công với đầy đủ thông tin,User là Admin. JWT Token hợp lệ. Truy cập được trang quản lý khách hàng.,1,Mở trang /customers/add,URL: http://localhost:3000/customers/add,,,,,High
404,,,,,,,2,Nhập tên khách hàng,Customer Name: Nguyễn Văn A,,,,,
405,,,,,,,3,Nhập email,Email: nguyenvana@example.com,,,,,
406,,,,,,,4,Nhập số điện thoại,Phone: 0912345678,,,,,
407,,,,,,,5,Nhập địa chỉ,"Address: 123 Đường ABC, TP.HCM",,,,,
408,,,,,,,6,Chọn Tỉnh/Thành phố,Province: TP. Hồ Chí Minh,,,,,
409,,,,,,,7,Chọn Quận/Huyện,District: Quận 1,,,,,
